Al,"23/02/2024"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"600029","CHINA SOUTHERN AIRLINES LTD A","Industriali","Azionario","1.730.625,36","0,01","1.730.625,36","2.099.840,00","0,82","Cina","Shanghai Stock Exchange","CNY"
"JBMA","JBM AUTO LTD","Consumi Discrezionali","Azionario","1.726.293,77","0,01","1.726.293,77","64.943,00","26,58","India","National Stock Exchange Of India","INR"
"601868","CHINA ENERGY ENGINEERING CORP LTD","Industriali","Azionario","1.721.818,86","0,01","1.721.818,86","5.718.700,00","0,30","Cina","Shanghai Stock Exchange","CNY"
"BALRAMCHIN","BALRAMPUR CHINI MILLS LTD","Generi di largo consumo","Azionario","1.722.812,65","0,01","1.722.812,65","376.369,00","4,58","India","National Stock Exchange Of India","INR"
"VKE","VUKILE PROPERTY REIT LTD","Immobili","Azionario","1.719.919,83","0,01","1.719.919,83","2.235.751,00","0,77","Sud Africa","Johannesburg Stock Exchange","ZAR"
"2388","VIA TECHNOLOGIES INC","IT","Azionario","1.714.846,84","0,01","1.714.846,84","404.000,00","4,24","Taiwan","Taiwan Stock Exchange","TWD"
"051600","KEPCO PLANT SERVICE & ENGINEERING","Industriali","Azionario","1.710.111,15","0,01","1.710.111,15","60.619,00","28,21","Corea","Korea Exchange (Stock Market)","KRW"
"000792","QINGHAI SALT LAKE INDUSTRY LTD A","Materiali","Azionario","1.710.505,39","0,01","1.710.505,39","792.800,00","2,16","Cina","Shenzhen Stock Exchange","CNY"
"601881","CHINA GALAXY SECURITIES LTD A","Finanziari","Azionario","1.710.859,34","0,01","1.710.859,34","1.019.900,00","1,68","Cina","Shanghai Stock Exchange","CNY"
"6188","QUANTA STORAGE INC","IT","Azionario","1.708.305,62","0,01","1.708.305,62","687.000,00","2,49","Taiwan","Gretai Securities Market","TWD"
"3050","SOUTHERN PROVINCE CEMENT","Materiali","Azionario","1.708.587,59","0,01","1.708.587,59","161.209,00","10,60","Arabia Saudita","Saudi Stock Exchange","SAR"
"2106","KENDA RUBBER INDUSTRIAL LTD","Consumi Discrezionali","Azionario","1.706.880,17","0,01","1.706.880,17","1.796.150,00","0,95","Taiwan","Taiwan Stock Exchange","TWD"
"LEMONTREE","LEMON TREE HOTELS LTD","Consumi Discrezionali","Azionario","1.700.654,53","0,01","1.700.654,53","995.549,00","1,71","India","National Stock Exchange Of India","INR"
"GRINDWELL","GRINDWELL NORTON LTD","Industriali","Azionario","1.701.757,78","0,01","1.701.757,78","65.843,00","25,85","India","National Stock Exchange Of India","INR"
"JKTYRE","JK TYRE AND INDUSTRIES LTD","Consumi Discrezionali","Azionario","1.698.447,08","0,01","1.698.447,08","275.572,00","6,16","India","National Stock Exchange Of India","INR"
"600926","BANK OF HANGZHOU LTD A","Finanziari","Azionario","1.698.651,71","0,01","1.698.651,71","1.070.158,00","1,59","Cina","Shanghai Stock Exchange","CNY"
"ARZZ3","AREZZO INDUSTRIA E SA","Consumi Discrezionali","Azionario","1.699.360,32","0,01","1.699.360,32","141.398,00","12,02","Brasile","XBSP","BRL"
"002463","WUS PRINTED CIRCUIT (KUNSHAN) LTD","IT","Azionario","1.697.624,80","0,01","1.697.624,80","483.223,00","3,51","Cina","Shenzhen Stock Exchange","CNY"
"4979","LUXNET CORP","IT","Azionario","1.692.508,32","0,01","1.692.508,32","323.823,00","5,23","Taiwan","Gretai Securities Market","TWD"
"112040","WEM ADE LTD","Comunicazione","Azionario","1.693.338,00","0,01","1.693.338,00","47.401,00","35,72","Corea","Korea Exchange (Kosdaq)","KRW"
"RAILTEL","RAILTEL CORP OF INDIA LTD","Comunicazione","Azionario","1.693.369,28","0,01","1.693.369,28","344.488,00","4,92","India","National Stock Exchange Of India","INR"
"2548","HUAKU DEVELOPMENT LTD","Immobili","Azionario","1.691.288,10","0,01","1.691.288,10","557.913,00","3,03","Taiwan","Taiwan Stock Exchange","TWD"
"TEJASNET","TEJAS NETWORKS LTD","IT","Azionario","1.684.619,20","0,01","1.684.619,20","185.811,00","9,07","India","National Stock Exchange Of India","INR"
"600089","TBEA LTD A","Industriali","Azionario","1.685.286,56","0,01","1.685.286,56","806.526,00","2,09","Cina","Shanghai Stock Exchange","CNY"
"603369","JIANGSU KINGS LUCK BREWERY LTD A","Generi di largo consumo","Azionario","1.682.158,52","0,01","1.682.158,52","232.300,00","7,24","Cina","Shanghai Stock Exchange","CNY"
"GULFNAV","GULF NAVIGATION HOLDING","Industriali","Azionario","1.679.611,78","0,01","1.679.611,78","979.227,00","1,72","Emirati Arabi Uniti","Dubai Financial Market","AED"
"601669","POWER CONSTRUCTION CORPORATION OF","Industriali","Azionario","1.674.615,98","0,01","1.674.615,98","2.357.300,00","0,71","Cina","Shanghai Stock Exchange","CNY"
"6679","ZILLTEK TECHNOLOGY CORP","IT","Azionario","1.675.504,45","0,01","1.675.504,45","106.000,00","15,81","Taiwan","Gretai Securities Market","TWD"
"934","SINOPEC KANTONS HOLDINGS LTD","Energia","Azionario","1.676.368,80","0,01","1.676.368,80","3.574.000,00","0,47","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"ASAHIINDIA","ASAHI INDIA GLASS LTD","Consumi Discrezionali","Azionario","1.673.550,96","0,01","1.673.550,96","259.067,00","6,46","India","National Stock Exchange Of India","INR"
"600188","YANKUANG ENERGY GROUP LTD A","Energia","Azionario","1.674.093,86","0,01","1.674.093,86","443.100,00","3,78","Cina","Shanghai Stock Exchange","CNY"
"1227","STANDARD FOODS CORP","Generi di largo consumo","Azionario","1.674.374,92","0,01","1.674.374,92","1.391.009,00","1,20","Taiwan","Taiwan Stock Exchange","TWD"
"ONCO3","ONCOCLINICAS DO BRASIL SERVICOS ME","Salute","Azionario","1.669.945,19","0,01","1.669.945,19","840.006,00","1,99","Brasile","XBSP","BRL"
"2101","NAN KANG RUBBER TIRE CORP LTD","Consumi Discrezionali","Azionario","1.670.545,47","0,01","1.670.545,47","1.307.000,00","1,28","Taiwan","Taiwan Stock Exchange","TWD"
"002311","GUANGDONG HAID GROUP LTD A","Generi di largo consumo","Azionario","1.662.713,57","0,01","1.662.713,57","273.598,00","6,08","Cina","Shenzhen Stock Exchange","CNY"
"TENERGY","TERNA ENERGY SA","Imprese di servizi di pubblica utilità","Azionario","1.662.540,81","0,01","1.662.540,81","95.070,00","17,49","Grecia","Athens Exchange S.A. Cash Market","EUR"
"002460","GANFENG LITHIUM GROUP LTD A","Materiali","Azionario","1.655.700,93","0,01","1.655.700,93","326.575,00","5,07","Cina","Shenzhen Stock Exchange","CNY"
"CCC","CCC SA","Consumi Discrezionali","Azionario","1.656.114,68","0,01","1.656.114,68","90.815,00","18,24","Polonia","Warsaw Stock Exchange/Equities/Main Market","PLN"
"4150","ARRIYADH DEVELOPMENT","Immobili","Azionario","1.653.085,59","0,01","1.653.085,59","275.551,00","6,00","Arabia Saudita","Saudi Stock Exchange","SAR"
"SPG","SUPER GROUP LTD","Consumi Discrezionali","Azionario","1.649.552,91","0,01","1.649.552,91","1.181.542,00","1,40","Sud Africa","Johannesburg Stock Exchange","ZAR"
"042670","HD HYUNDAI INFRACORE LTD","Industriali","Azionario","1.649.959,30","0,01","1.649.959,30","279.412,00","5,91","Corea","Korea Exchange (Stock Market)","KRW"
"108320","LX SEMICON LTD","IT","Azionario","1.647.795,65","0,01","1.647.795,65","27.554,00","59,80","Corea","Korea Exchange (Stock Market)","KRW"
"600600","TSINGTAO BREWERY LTD A","Generi di largo consumo","Azionario","1.648.449,27","0,01","1.648.449,27","143.142,00","11,52","Cina","Shanghai Stock Exchange","CNY"
"001120","LX INTERNATIONAL CORP","Industriali","Azionario","1.645.518,24","0,01","1.645.518,24","77.807,00","21,15","Corea","Korea Exchange (Stock Market)","KRW"
"ENA","ENEA SA","Imprese di servizi di pubblica utilità","Azionario","1.642.160,95","0,01","1.642.160,95","666.791,00","2,46","Polonia","Warsaw Stock Exchange/Equities/Main Market","PLN"
"041510","SM ENTERTAINMENT LTD","Comunicazione","Azionario","1.643.044,06","0,01","1.643.044,06","27.269,00","60,25","Corea","Korea Exchange (Kosdaq)","KRW"
"JWL","JUPITER WAGONS LTD","Industriali","Azionario","1.640.596,16","0,01","1.640.596,16","353.428,00","4,64","India","National Stock Exchange Of India","INR"
"2421","SUNONWEALTH ELECTRIC MACHINE INDUS","Industriali","Azionario","1.635.306,79","0,01","1.635.306,79","413.000,00","3,96","Taiwan","Taiwan Stock Exchange","TWD"
"1434","FORMOSA TAFFETA LTD","Consumi Discrezionali","Azionario","1.636.386,96","0,01","1.636.386,96","2.166.000,00","0,76","Taiwan","Taiwan Stock Exchange","TWD"
"HANA.R","HANA MICROELECTRONICS NON-VOTING D","IT","Azionario","1.637.128,02","0,01","1.637.128,02","1.424.400,00","1,15","Tailandia","Stock Exchange Of Thailand","THB"
"AEGISCHEM","AEGIS LOGISTICS LTD","Energia","Azionario","1.634.181,32","0,01","1.634.181,32","305.408,00","5,35","India","National Stock Exchange Of India","INR"
"AZUL4","AZUL PREF SA","Industriali","Azionario","1.634.532,49","0,01","1.634.532,49","694.732,00","2,35","Brasile","XBSP","BRL"
"6269","FLEXIUM INTERCONNECT INC","IT","Azionario","1.631.674,38","0,01","1.631.674,38","586.678,00","2,78","Taiwan","Taiwan Stock Exchange","TWD"
"3596","ARCADYAN TECHNOLOGY CORP","IT","Azionario","1.631.922,95","0,01","1.631.922,95","280.753,00","5,81","Taiwan","Taiwan Stock Exchange","TWD"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","Imprese di servizi di pubblica utilità","Azionario","1.632.209,04","0,01","1.632.209,04","800.055,00","2,04","Brasile","XBSP","BRL"
"007070","GS RETAIL LTD","Generi di largo consumo","Azionario","1.630.910,71","0,01","1.630.910,71","95.631,00","17,05","Corea","Korea Exchange (Stock Market)","KRW"
"600958","ORIENT SECURITIES LTD A","Finanziari","Azionario","1.629.030,29","0,01","1.629.030,29","1.344.883,00","1,21","Cina","Shanghai Stock Exchange","CNY"
"1303","ELECTRICAL INDUSTRIES","Industriali","Azionario","1.624.608,40","0,01","1.624.608,40","1.454.199,00","1,12","Arabia Saudita","Saudi Stock Exchange","SAR"
"GMAT3","GRUPO MATEUS SA","Generi di largo consumo","Azionario","1.622.667,17","0,01","1.622.667,17","1.014.655,00","1,60","Brasile","XBSP","BRL"
"298050","HYOSUNG ADVANCED MATERIALS CORP","Materiali","Azionario","1.620.099,92","0,01","1.620.099,92","6.697,00","241,91","Corea","Korea Exchange (Stock Market)","KRW"
"240810","WONIK IPS LTD","IT","Azionario","1.621.318,81","0,01","1.621.318,81","72.418,00","22,39","Corea","Korea Exchange (Kosdaq)","KRW"
"000301","JIANGSU EASTERN SHENGHONG LTD A","Materiali","Azionario","1.618.258,00","0,01","1.618.258,00","1.089.000,00","1,49","Cina","Shenzhen Stock Exchange","CNY"
"6271","TONG HSING ELECTRONIC INDUSTRIES L","IT","Azionario","1.618.553,49","0,01","1.618.553,49","352.387,00","4,59","Taiwan","Taiwan Stock Exchange","TWD"
"DANA","DANA GAS","Energia","Azionario","1.616.145,18","0,01","1.616.145,18","8.859.732,00","0,18","Emirati Arabi Uniti","Abu Dhabi Securities Exchange","AED"
"078600","DAEJOO ELECTRONIC MATERIALS LTD","IT","Azionario","1.616.637,62","0,01","1.616.637,62","28.501,00","56,72","Corea","Korea Exchange (Kosdaq)","KRW"
"KIRLOSENG","KIRLOSKAR OIL ENGINES LTD","Industriali","Azionario","1.615.464,67","0,01","1.615.464,67","142.541,00","11,33","India","National Stock Exchange Of India","INR"
"9925","TAIWAN SHIN KONG SECURITY LTD","Industriali","Azionario","1.610.363,87","0,01","1.610.363,87","1.267.770,00","1,27","Taiwan","Taiwan Stock Exchange","TWD"
"TRITURBINE","TRIVENI TURBINE LTD","Industriali","Azionario","1.608.014,55","0,01","1.608.014,55","291.679,00","5,51","India","National Stock Exchange Of India","INR"
"688396","CHINA RESOURCES MICROELECTRONICS L","IT","Azionario","1.608.032,93","0,01","1.608.032,93","285.315,00","5,64","Cina","Shanghai Stock Exchange","CNY"
"3376","SHIN ZU SHING LTD","Industriali","Azionario","1.609.725,17","0,01","1.609.725,17","306.129,00","5,26","Taiwan","Taiwan Stock Exchange","TWD"
"002405","NAVINFO LTD A","IT","Azionario","1.606.112,60","0,01","1.606.112,60","1.605.500,00","1,00","Cina","Shenzhen Stock Exchange","CNY"
"NAVA","NAVA","Industriali","Azionario","1.604.397,92","0,01","1.604.397,92","256.747,00","6,25","India","National Stock Exchange Of India","INR"
"002736","GUOSEN SECURITIES LTD A","Finanziari","Azionario","1.604.436,37","0,01","1.604.436,37","1.357.227,00","1,18","Cina","Shenzhen Stock Exchange","CNY"
"KPROJ","KUWAIT PROJECTS","Finanziari","Azionario","1.601.317,69","0,01","1.601.317,69","3.761.263,00","0,43","Kuwait","Kuwait Stock Exchange","KWD"
"1609","TA YA ELECTRIC WIRE & CABLE LTD","Industriali","Azionario","1.601.355,72","0,01","1.601.355,72","1.394.571,00","1,15","Taiwan","Taiwan Stock Exchange","TWD"
"600023","ZHEJIANG ZHENENG ELECTRIC POWER LT","Imprese di servizi di pubblica utilità","Azionario","1.601.637,24","0,01","1.601.637,24","2.098.800,00","0,76","Cina","Shanghai Stock Exchange","CNY"
"601100","JIANGSU HENGLI HYDRAULIC LTD A","Industriali","Azionario","1.601.780,52","0,01","1.601.780,52","217.984,00","7,35","Cina","Shanghai Stock Exchange","CNY"
"002028","SIEYUAN ELECTRIC LTD A","Industriali","Azionario","1.598.367,20","0,01","1.598.367,20","212.700,00","7,51","Cina","Shenzhen Stock Exchange","CNY"
"GPPL","GUJARAT PIPAVAV PORT LTD","Industriali","Azionario","1.595.101,36","0,01","1.595.101,36","619.591,00","2,57","India","National Stock Exchange Of India","INR"
"2637","WISDOM MARINE LINES LTD","Industriali","Azionario","1.592.618,87","0,01","1.592.618,87","891.443,00","1,79","Taiwan","Taiwan Stock Exchange","TWD"
"353200","DAEDUCKELECTRONICS LTD","IT","Azionario","1.589.259,61","0,01","1.589.259,61","92.780,00","17,13","Corea","Korea Exchange (Stock Market)","KRW"
"000983","SHANXI COKING COAL ENERGY GROUP LT","Energia","Azionario","1.589.411,77","0,01","1.589.411,77","957.800,00","1,66","Cina","Shenzhen Stock Exchange","CNY"
"BRSR6","BANCO DO ESTADO DO RIO GRANDE DO S","Finanziari","Azionario","1.583.171,48","0,01","1.583.171,48","522.478,00","3,03","Brasile","XBSP","BRL"
"JSW","JASTRZEBSKA SPOLKA WEGLOWA SA","Materiali","Azionario","1.583.234,02","0,01","1.583.234,02","144.744,00","10,94","Polonia","Warsaw Stock Exchange/Equities/Main Market","PLN"
"2606","U-MING MARINE TRANSPORT CORP","Industriali","Azionario","1.584.110,99","0,01","1.584.110,99","933.000,00","1,70","Taiwan","Taiwan Stock Exchange","TWD"
"601377","INDUSTRIAL SECURITIES LTD A","Finanziari","Azionario","1.580.622,54","0,01","1.580.622,54","1.974.340,00","0,80","Cina","Shanghai Stock Exchange","CNY"
"AXRMF","AXIS REITS UNITS TRUST","Immobili","Azionario","1.581.459,34","0,01","1.581.459,34","4.268.600,00","0,37","Malesia","Bursa Malaysia","MYR"
"137400","PEOPLE&TECHNOLOGY INC","Industriali","Azionario","1.582.202,10","0,01","1.582.202,10","49.787,00","31,78","Corea","Korea Exchange (Kosdaq)","KRW"
"336260","DOOSAN FUEL CELL LTD","Industriali","Azionario","1.580.366,55","0,01","1.580.366,55","103.623,00","15,25","Corea","Korea Exchange (Stock Market)","KRW"
"600346","HENGLI PETROCHEMICAL LTD A","Materiali","Azionario","1.574.989,21","0,01","1.574.989,21","891.700,00","1,77","Cina","Shanghai Stock Exchange","CNY"
"035760","CJ ENM LTD","Comunicazione","Azionario","1.572.923,26","0,01","1.572.923,26","25.255,00","62,28","Corea","Korea Exchange (Kosdaq)","KRW"
"KTKBANK","KARNATAKA BANK LTD","Finanziari","Azionario","1.573.045,21","0,01","1.573.045,21","541.765,00","2,90","India","National Stock Exchange Of India","INR"
"CHENNPETRO","CHENNAI PETROLEUM CORPORATION LTD","Energia","Azionario","1.573.732,52","0,01","1.573.732,52","137.542,00","11,44","India","National Stock Exchange Of India","INR"
"855","CHINA WATER AFFAIRS GROUP LTD","Imprese di servizi di pubblica utilità","Azionario","1.572.327,59","0,01","1.572.327,59","2.612.000,00","0,60","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"2855","PRESIDENT SECURITIES CORP","Finanziari","Azionario","1.570.026,11","0,01","1.570.026,11","2.453.671,00","0,64","Taiwan","Taiwan Stock Exchange","TWD"
"BASF","BASF INDIA LTD","Materiali","Azionario","1.567.396,35","0,01","1.567.396,35","39.857,00","39,33","India","National Stock Exchange Of India","INR"
"TIMKEN","TIMKEN INDIA LTD","Industriali","Azionario","1.568.234,30","0,01","1.568.234,30","46.069,00","34,04","India","National Stock Exchange Of India","INR"
"DXCO3","DEXCO SA","Materiali","Azionario","1.568.646,35","0,01","1.568.646,35","971.140,00","1,62","Brasile","XBSP","BRL"
"6278","TAIWAN SURFACE MOUNTING TECHNOLOGY","IT","Azionario","1.566.511,45","0,01","1.566.511,45","513.000,00","3,05","Taiwan","Taiwan Stock Exchange","TWD"
"3078","CHANNEL WELL TECHNOLOGY LTD","IT","Azionario","1.561.778,96","0,01","1.561.778,96","602.000,00","2,59","Taiwan","Gretai Securities Market","TWD"
"020150","ILJIN MATERIALS","IT","Azionario","1.559.111,98","0,01","1.559.111,98","56.240,00","27,72","Corea","Korea Exchange (Stock Market)","KRW"
"BA.R","BANGKOK AIRWAYS PCL NON-VOTING D","Industriali","Azionario","1.560.185,56","0,01","1.560.185,56","3.520.900,00","0,44","Tailandia","Stock Exchange Of Thailand","THB"
"1808","RUN LONG CONSTRUCTION LTD","Industriali","Azionario","1.560.520,03","0,01","1.560.520,03","508.401,00","3,07","Taiwan","Taiwan Stock Exchange","TWD"
"DHBK","DOHA BANK","Finanziari","Azionario","1.556.909,93","0,01","1.556.909,93","3.538.520,00","0,44","Qatar","Qatar Exchange","QAR"
"3260","ADATA TECHNOLOGY LTD","IT","Azionario","1.557.610,31","0,01","1.557.610,31","491.722,00","3,17","Taiwan","Gretai Securities Market","TWD"
"004000","LOTTE FINE CHEMICALS LTD","Materiali","Azionario","1.558.583,82","0,01","1.558.583,82","43.130,00","36,14","Corea","Korea Exchange (Stock Market)","KRW"
"182","CONCORD NEW ENERGY GROUP LTD","Imprese di servizi di pubblica utilità","Azionario","1.558.816,01","0,01","1.558.816,01","18.480.000,00","0,08","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"HAPPSTMNDS","HAPPIEST MINDS TECHNOLOGIES PVT LT","IT","Azionario","1.554.978,48","0,01","1.554.978,48","151.989,00","10,23","India","National Stock Exchange Of India","INR"
"TRIDENT","TRIDENT LTD","Consumi Discrezionali","Azionario","1.555.144,93","0,01","1.555.144,93","2.938.480,00","0,53","India","National Stock Exchange Of India","INR"
"AEGN","AEGEAN AIRLINES SA","Industriali","Azionario","1.553.849,84","0,01","1.553.849,84","113.599,00","13,68","Grecia","Athens Exchange S.A. Cash Market","EUR"
"6550","POLARIS GROUP","Salute","Azionario","1.554.309,61","0,01","1.554.309,61","696.000,00","2,23","Taiwan","Taiwan Stock Exchange","TWD"
"VIVA3","VIVARA PARTICIPACOES SA","Consumi Discrezionali","Azionario","1.551.977,72","0,01","1.551.977,72","234.531,00","6,62","Brasile","XBSP","BRL"
"CENTURYPLY","CENTURY PLYBOARDS INDIA LTD","Materiali","Azionario","1.552.560,72","0,01","1.552.560,72","178.719,00","8,69","India","National Stock Exchange Of India","INR"
"067310","HANA MICRON INC","IT","Azionario","1.549.971,53","0,01","1.549.971,53","81.224,00","19,08","Corea","Korea Exchange (Kosdaq)","KRW"
"BGRIM.R","B.GRIMM POWER PCL NON-VOTING DR","Imprese di servizi di pubblica utilità","Azionario","1.550.135,01","0,01","1.550.135,01","2.054.000,00","0,75","Tailandia","Stock Exchange Of Thailand","THB"
"VOLTAMP","VOLTAMP TRANSFORMERS LTD","Industriali","Azionario","1.547.307,62","0,01","1.547.307,62","15.677,00","98,70","India","National Stock Exchange Of India","INR"
"DOHOL.E","DOGAN SIRKETLER GRUBU HOLDING A","Consumi Discrezionali","Azionario","1.545.979,85","0,01","1.545.979,85","3.404.607,00","0,45","Turchia","Istanbul Stock Exchange","TRY"
"165","CHINA EVERBRIGHT LTD","Finanziari","Azionario","1.546.577,37","0,01","1.546.577,37","2.744.000,00","0,56","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"BAATABAK","PHILIP MORRIS","Generi di largo consumo","Azionario","1.543.522,66","0,01","1.543.522,66","2.318,00","665,89","Repubblica Ceca","Prague Stock Exchange","CZK"
"BFIN","BFI FINANCE INDONESIA","Finanziari","Azionario","1.543.992,30","0,01","1.543.992,30","18.103.600,00","0,09","Indonesia","Indonesia Stock Exchange","IDR"
